feature,transformation,difference
face_count,resize_240x135,1.0
symmetry,resize_240x135,0.003199452311788864
edge_density,resize_160x90,0.0516724537037037
blur,resize_160x90,2871.946215461067
corner_count,resize_160x90,126.0
contrast,resize_160x90,0.28531869365011886
keypoint_count,resize_160x90,3216.0
colorfulness,resize_160x90,0.032459645043019236
brightness,resize_160x90,0.3076331018518488
entropy,resize_160x90,0.007359504699707031
text_length,resize_160x90,0.0
text_count,resize_160x90,0.0
text_presence,resize_160x90,0.0
face_count,resize_160x90,1.0
symmetry,resize_160x90,0.00153853485838773
edge_density,resize_426x240,0.0045646681011997925
blur,resize_426x240,103.56487630783113
corner_count,resize_426x240,37.0
contrast,resize_426x240,0.5868092990198832
keypoint_count,resize_426x240,1515.0
colorfulness,resize_426x240,0.26826118629750795
brightness,resize_426x240,0.08208227373500421
entropy,resize_426x240,0.015581607818603516
text_length,resize_426x240,0.0
text_count,resize_426x240,0.0
text_presence,resize_426x240,0.0
face_count,resize_426x240,0.0
symmetry,resize_426x240,0.0026186002178648637
edge_density,compress,0.0019039351851851821
blur,compress,81.25015052056506
corner_count,compress,24.0
contrast,compress,0.06606489040991192
keypoint_count,compress,78.0
colorfulness,compress,4.533793277570595
brightness,compress,0.06532407407406993
entropy,compress,0.03695535659790039
text_length,compress,0.0
text_count,compress,0.0
text_presence,compress,0.0
face_count,compress,0.0
symmetry,compress,8.442265795216564e-06
edge_density,blur,0.02701388888888889
blur,blur,760.6954909589269
corner_count,blur,15.0
contrast,blur,1.6190091436690324
keypoint_count,blur,1527.0
colorfulness,blur,1.1172527583547378
brightness,blur,0.004560185185184196
entropy,blur,0.037774085998535156
text_length,blur,0.0
text_count,blur,0.0
text_presence,blur,0.0
face_count,blur,0.0
symmetry,blur,0.008010257806826404
edge_density,noise,0.30817129629629625
blur,noise,89762.67041480949
corner_count,noise,632.0
contrast,noise,19.211179429066135
keypoint_count,noise,1162.0
colorfulness,noise,60.41078482944489
brightness,noise,96.19359375000002
entropy,noise,0.4520235061645508
text_length,noise,0.0
text_count,noise,0.0
text_presence,noise,0.0
face_count,noise,1.0
symmetry,noise,0.21146854575163399
edge_density,resize_640x360,0.015030381944444449
blur,resize_640x360,789.8793209276926
corner_count,resize_640x360,107.0
contrast,resize_640x360,0.31145310363805834
keypoint_count,resize_640x360,227.0
colorfulness,resize_640x360,0.013035526859681568
brightness,resize_640x360,0.028195891203708356
entropy,resize_640x360,0.0012054443359375
text_length,resize_640x360,0.0
text_count,resize_640x360,0.0
text_presence,resize_640x360,0.0
face_count,resize_640x360,0.0
symmetry,resize_640x360,0.001898726851851773
edge_density,resize_480x270,0.0023900462962963
blur,resize_480x270,206.80930811196913
corner_count,resize_480x270,78.0
contrast,resize_480x270,0.4250254233911619
keypoint_count,resize_480x270,739.0
colorfulness,resize_480x270,0.0001586535224760155
brightness,resize_480x270,0.010152391975310593
entropy,resize_480x270,0.007218837738037109
text_length,resize_480x270,0.0
text_count,resize_480x270,0.0
text_presence,resize_480x270,0.0
face_count,resize_480x270,0.0
symmetry,resize_480x270,0.002838704308883999
edge_density,resize_320x180,0.016406249999999997
blur,resize_320x180,35.70131588632057
corner_count,resize_320x180,240.0
contrast,resize_320x180,0.9138784015812433
keypoint_count,resize_320x180,2608.0
colorfulness,resize_320x180,0.0617049166196324
brightness,resize_320x180,0.016070601851851052
entropy,resize_320x180,0.0068149566650390625
text_length,resize_320x180,0.0
text_count,resize_320x180,0.0
text_presence,resize_320x180,0.0
face_count,resize_320x180,1.0
symmetry,resize_320x180,0.005937227668845302
edge_density,resize_240x135,0.033686342592592594
blur,resize_240x135,749.4988121789188
corner_count,resize_240x135,322.0
contrast,resize_240x135,0.8069469382339634
keypoint_count,resize_240x135,3298.0
colorfulness,resize_240x135,0.029412191410628452
brightness,resize_240x135,0.04626736111110574
entropy,resize_240x135,0.006898403167724609
text_length,resize_240x135,0.0
text_count,resize_240x135,0.0
text_presence,resize_240x135,0.0
face_count,resize_240x135,0.0
symmetry,resize_240x135,0.004726866981360378
edge_density,resize_160x90,0.06345486111111112
blur,resize_160x90,2735.7711564528477
corner_count,resize_160x90,385.0
contrast,resize_160x90,0.41073928033880236
keypoint_count,resize_160x90,3819.0
colorfulness,resize_160x90,0.10884813775128066
brightness,resize_160x90,0.6080266203703673
entropy,resize_160x90,0.00808572769165039
text_length,resize_160x90,0.0
text_count,resize_160x90,0.0
text_presence,resize_160x90,0.0
face_count,resize_160x90,0.0
symmetry,resize_160x90,0.002337009803921486
edge_density,resize_426x240,0.0024063478090766838
blur,resize_426x240,486.25812281548906
corner_count,resize_426x240,141.0
contrast,resize_426x240,0.7368864393966419
keypoint_count,resize_426x240,1353.0
colorfulness,resize_426x240,0.052217549811103936
brightness,resize_426x240,0.08067251890975058
entropy,resize_426x240,0.002566814422607422
text_length,resize_426x240,0.0
text_count,resize_426x240,0.0
text_presence,resize_426x240,0.0
face_count,resize_426x240,0.0
symmetry,resize_426x240,0.004345785771272426
edge_density,compress,0.025341435185185196
blur,compress,1773.8320588734573
corner_count,compress,66.0
contrast,compress,0.5650297723502291
keypoint_count,compress,133.0
colorfulness,compress,0.8115016842254192
brightness,compress,0.04571180555555543
entropy,compress,0.013804912567138672
text_length,compress,0.0
text_count,compress,0.0
text_presence,compress,0.0
face_count,compress,0.0
symmetry,compress,0.005308233478576674
edge_density,blur,0.06804398148148148
blur,blur,1690.6618975233623
corner_count,blur,13.0
contrast,blur,1.8091446578376917
keypoint_count,blur,1644.0
colorfulness,blur,0.14332070240286043
brightness,blur,0.004195601851847641
entropy,blur,0.010744094848632812
text_length,blur,0.0
text_count,blur,0.0
text_presence,blur,0.0
face_count,blur,0.0
symmetry,blur,0.011852805010893253
edge_density,noise,0.23038194444444446
blur,noise,68711.67467235743
corner_count,noise,351.0
contrast,noise,0.2329147197872743
keypoint_count,noise,418.0
colorfulness,noise,0.47924995034037465
brightness,noise,81.20042824074073
entropy,noise,0.10120868682861328
text_length,noise,0.0
text_count,noise,0.0
text_presence,noise,0.0
face_count,noise,0.0
symmetry,noise,0.11981817356572266
edge_density,resize_640x360,0.012112268518518515
blur,resize_640x360,633.1841241496626
corner_count,resize_640x360,6.0
contrast,resize_640x360,0.42221460802558397
keypoint_count,resize_640x360,62.0
colorfulness,resize_640x360,0.09978874541497618
brightness,resize_640x360,0.031782407407405344
entropy,resize_640x360,0.007797718048095703
text_length,resize_640x360,0.0
text_count,resize_640x360,0.0
text_presence,resize_640x360,0.0
face_count,resize_640x360,0.0
symmetry,resize_640x360,0.0015708061002177587
edge_density,resize_480x270,0.005941358024691361
blur,resize_480x270,220.79359349071456
corner_count,resize_480x270,14.0
contrast,resize_480x270,0.31468593979004567
keypoint_count,resize_480x270,509.0
colorfulness,resize_480x270,0.09049336127632301
brightness,resize_480x270,0.0008043981481478113
entropy,resize_480x270,0.002330780029296875
text_length,resize_480x270,0.0
text_count,resize_480x270,0.0
text_presence,resize_480x270,0.0
face_count,resize_480x270,0.0
symmetry,resize_480x270,0.0007591230936818683
edge_density,resize_320x180,0.03038773148148148
blur,resize_320x180,90.50565280135447
corner_count,resize_320x180,38.0
contrast,resize_320x180,0.8356640292882958
keypoint_count,resize_320x180,1293.0
colorfulness,resize_320x180,0.2026702353227421
brightness,resize_320x180,0.0461400462962942
entropy,resize_320x180,0.0008592605590820312
text_length,resize_320x180,0.0
text_count,resize_320x180,0.0
text_presence,resize_320x180,0.0
face_count,resize_320x180,0.0
symmetry,resize_320x180,0.002631399782135002
edge_density,resize_240x135,0.05320216049382716
blur,resize_240x135,377.4773876469385
corner_count,resize_240x135,55.0
contrast,resize_240x135,0.8722594788794353
keypoint_count,resize_240x135,1678.0
colorfulness,resize_240x135,0.25716081409112945
brightness,resize_240x135,0.032173996913577696
entropy,resize_240x135,0.007465362548828125
text_length,resize_240x135,0.0
text_count,resize_240x135,0.0
text_presence,resize_240x135,0.0
face_count,resize_240x135,0.0
symmetry,resize_240x135,0.0030812000726215816
edge_density,resize_160x90,0.0902314814814815
blur,resize_160x90,2123.8955518861453
corner_count,resize_160x90,74.0
contrast,resize_160x90,0.2325642352450501
keypoint_count,resize_160x90,1996.0
colorfulness,resize_160x90,1.1001141700254493
brightness,resize_160x90,0.339091435185189
entropy,resize_160x90,0.0018568038940429688
text_length,resize_160x90,0.0
text_count,resize_160x90,0.0
text_presence,resize_160x90,0.0
face_count,resize_160x90,0.0
symmetry,resize_160x90,0.0012482298474945086
edge_density,resize_426x240,0.009843179447052687
blur,resize_426x240,439.90697410248765
corner_count,resize_426x240,19.0
contrast,resize_426x240,0.7002829586389652
keypoint_count,resize_426x240,851.0
colorfulness,resize_426x240,0.11360921729852436
brightness,resize_426x240,0.0907833691966573
entropy,resize_426x240,0.006932258605957031
text_length,resize_426x240,0.0
text_count,resize_426x240,0.0
text_presence,resize_426x240,0.0
face_count,resize_426x240,0.0
symmetry,resize_426x240,0.0023267532756451326
edge_density,compress,0.008310185185185184
blur,compress,613.1891514518163
corner_count,compress,25.0
contrast,compress,0.16883861759770724
keypoint_count,compress,545.0
colorfulness,compress,6.790492894222552
brightness,compress,0.12739004629629846
entropy,compress,0.023279190063476562
text_length,compress,0.0
text_count,compress,0.0
text_presence,compress,0.0
face_count,compress,0.0
symmetry,compress,0.0010362654320987819
edge_density,blur,0.02146412037037037
blur,blur,1132.7098773504815
corner_count,blur,20.0
contrast,blur,1.876262059886166
keypoint_count,blur,888.0
colorfulness,blur,1.1713125592955578
brightness,blur,0.010810185185185617
entropy,blur,0.03387165069580078
text_length,blur,0.0
text_count,blur,0.0
text_presence,blur,0.0
face_count,blur,0.0
symmetry,blur,0.0070545570079882935
edge_density,noise,0.30866319444444446
blur,noise,88208.91487268302
corner_count,noise,689.0
contrast,noise,19.170429251154104
keypoint_count,noise,2429.0
colorfulness,noise,87.58709406138449
brightness,noise,95.23780671296295
entropy,noise,0.4757199287414551
text_length,noise,0.0
text_count,noise,0.0
text_presence,noise,0.0
face_count,noise,1.0
symmetry,noise,0.16817814996368918
edge_density,resize_640x360,0.01022858796296297
blur,resize_640x360,725.6984909452653
corner_count,resize_640x360,58.0
contrast,resize_640x360,0.2703214769575908
keypoint_count,resize_640x360,55.0
colorfulness,resize_640x360,0.09317486168058053
brightness,resize_640x360,0.005872395833335986
entropy,resize_640x360,0.0008416175842285156
text_length,resize_640x360,0.0
text_count,resize_640x360,0.0
text_presence,resize_640x360,0.0
face_count,resize_640x360,0.0
symmetry,resize_640x360,0.0017934708605663596
edge_density,resize_480x270,0.017795138888888895
blur,resize_480x270,196.04705845739454
corner_count,resize_480x270,58.0
contrast,resize_480x270,0.19912066412712193
keypoint_count,resize_480x270,646.0
colorfulness,resize_480x270,0.1291701788561852
brightness,resize_480x270,0.004861111111111427
entropy,resize_480x270,0.03646135330200195
text_length,resize_480x270,0.0
text_count,resize_480x270,0.0
text_presence,resize_480x270,0.0
face_count,resize_480x270,0.0
symmetry,resize_480x270,0.0024678346647299954
edge_density,resize_320x180,0.030271990740740745
blur,resize_320x180,489.7073965341075
corner_count,resize_320x180,164.0
contrast,resize_320x180,0.5861545360622671
keypoint_count,resize_320x180,1505.0
colorfulness,resize_320x180,0.10350350615834714
brightness,resize_320x180,0.0032465277777760093
entropy,resize_320x180,0.03731727600097656
text_length,resize_320x180,0.0
text_count,resize_320x180,0.0
text_presence,resize_320x180,0.0
face_count,resize_320x180,0.0
symmetry,resize_320x180,0.005158360566448805
edge_density,resize_240x135,0.02806520061728396
blur,resize_240x135,375.3156786220036
corner_count,resize_240x135,223.0
contrast,resize_240x135,0.6591572761962112
keypoint_count,resize_240x135,1763.0
colorfulness,resize_240x135,0.04948941035553389
brightness,resize_240x135,0.04530864197531059
entropy,resize_240x135,0.04511070251464844
text_length,resize_240x135,0.0
text_count,resize_240x135,0.0
text_presence,resize_240x135,0.0
face_count,resize_240x135,0.0
symmetry,resize_240x135,0.004999909222948351
edge_density,resize_160x90,0.022355324074074083
blur,resize_160x90,671.9787790521314
corner_count,resize_160x90,293.0
contrast,resize_160x90,0.0063895359160284215
keypoint_count,resize_160x90,1925.0
colorfulness,resize_160x90,0.07198849423889442
brightness,resize_160x90,0.673472222222216
entropy,resize_160x90,0.057582855224609375
text_length,resize_160x90,0.0
text_count,resize_160x90,0.0
text_presence,resize_160x90,0.0
face_count,resize_160x90,0.0
symmetry,resize_160x90,0.0036135620915032085
edge_density,resize_426x240,0.022912835811163282
blur,resize_426x240,622.3738037634605
corner_count,resize_426x240,95.0
contrast,resize_426x240,0.5336965096214499
keypoint_count,resize_426x240,1055.0
colorfulness,resize_426x240,0.11239176007404694
brightness,resize_426x240,0.05561815336463383
entropy,resize_426x240,0.018788814544677734
text_length,resize_426x240,0.0
text_count,resize_426x240,0.0
text_presence,resize_426x240,0.0
face_count,resize_426x240,0.0
symmetry,resize_426x240,0.004099339501058563
edge_density,compress,0.003859953703703692
blur,compress,655.4645367403173
corner_count,compress,11.0
contrast,compress,0.16886256272734101
keypoint_count,compress,224.0
colorfulness,compress,0.0048833928037481655
brightness,compress,0.10434027777777999
entropy,compress,0.08701515197753906
text_length,compress,0.0
text_count,compress,0.0
text_presence,compress,0.0
face_count,compress,0.0
symmetry,compress,0.002893336964415405
edge_density,blur,0.054959490740740746
blur,blur,1326.4150631145044
corner_count,blur,17.0
contrast,blur,1.0091224669809407
keypoint_count,blur,1492.0
colorfulness,blur,0.3468020511497514
brightness,blur,0.0005150462963001701
entropy,blur,0.03970003128051758
text_length,blur,0.0
text_count,blur,0.0
text_presence,blur,0.0
face_count,blur,0.0
symmetry,blur,0.00976747458242555
edge_density,noise,0.20092013888888888
blur,noise,44314.29580016625
corner_count,noise,442.0
contrast,noise,12.04061162718736
keypoint_count,noise,1930.0
colorfulness,noise,15.08139652244465
brightness,noise,62.74484375
entropy,noise,0.45430994033813477
text_length,noise,0.0
text_count,noise,0.0
text_presence,noise,0.0
face_count,noise,0.0
symmetry,noise,0.13653762708787232
edge_density,resize_640x360,0.014217303240740747
blur,resize_640x360,1461.56859744314
corner_count,resize_640x360,107.0
contrast,resize_640x360,0.6472431096962765
keypoint_count,resize_640x360,177.0
colorfulness,resize_640x360,0.012124827574609753
brightness,resize_640x360,0.029272280092584424
entropy,resize_640x360,0.00033855438232421875
text_length,resize_640x360,0.0
text_count,resize_640x360,0.0
text_presence,resize_640x360,0.0
face_count,resize_640x360,0.0
symmetry,resize_640x360,0.0031045411220044228
edge_density,resize_480x270,0.007334104938271593
blur,resize_480x270,207.65625865368975
corner_count,resize_480x270,85.0
contrast,resize_480x270,0.6939541168131171
keypoint_count,resize_480x270,552.0
colorfulness,resize_480x270,0.09533290016145202
brightness,resize_480x270,0.012368827160486262
entropy,resize_480x270,0.006273746490478516
text_length,resize_480x270,0.0
text_count,resize_480x270,0.0
text_presence,resize_480x270,0.0
face_count,resize_480x270,1.0
symmetry,resize_480x270,0.003265764947954497
edge_density,resize_320x180,0.03439814814814815
blur,resize_320x180,545.7828087270054
corner_count,resize_320x180,233.0
contrast,resize_320x180,1.6417624738987655
keypoint_count,resize_320x180,2560.0
colorfulness,resize_320x180,0.10596408775228383
brightness,resize_320x180,0.008848379629640135
entropy,resize_320x180,0.0040836334228515625
text_length,resize_320x180,0.0
text_count,resize_320x180,0.0
text_presence,resize_320x180,0.0
face_count,resize_320x180,1.0
symmetry,resize_320x180,0.007918709150326886
edge_density,resize_240x135,0.059564043209876544
blur,resize_240x135,2666.646196743319
corner_count,resize_240x135,296.0
contrast,resize_240x135,1.6926603819153172
keypoint_count,resize_240x135,3589.0
colorfulness,resize_240x135,0.04966367818067852
brightness,resize_240x135,0.042746913580245405
entropy,resize_240x135,0.011263370513916016
text_length,resize_240x135,0.0
text_count,resize_240x135,0.0
text_presence,resize_240x135,0.0
face_count,resize_240x135,1.0
symmetry,resize_240x135,0.007998093681917173
edge_density,resize_160x90,0.09443287037037038
blur,resize_160x90,8556.53412835983
corner_count,resize_160x90,362.0
contrast,resize_160x90,0.9059271286790533
keypoint_count,resize_160x90,4312.0
colorfulness,resize_160x90,0.09091413605537468
brightness,resize_160x90,0.5594675925925827
entropy,resize_160x90,0.0030012130737304688
text_length,resize_160x90,0.0
text_count,resize_160x90,0.0
text_presence,resize_160x90,0.0
face_count,resize_160x90,1.0
symmetry,resize_160x90,0.004065087145969537
edge_density,resize_426x240,0.012272267866458006
blur,resize_426x240,662.4245183742005
corner_count,resize_426x240,129.0
contrast,resize_426x240,1.3059719309803626
keypoint_count,resize_426x240,1152.0
colorfulness,resize_426x240,0.08921297531055927
brightness,resize_426x240,0.0669359676577983
entropy,resize_426x240,0.0012331008911132812
text_length,resize_426x240,0.0
text_count,resize_426x240,0.0
text_presence,resize_426x240,0.0
face_count,resize_426x240,0.0
symmetry,resize_426x240,0.006277037497315008
edge_density,compress,0.019311342592592595
blur,compress,2414.9166099847816
corner_count,compress,67.0
contrast,compress,0.6415918577236539
keypoint_count,compress,29.0
colorfulness,compress,0.13261717140811413
brightness,compress,0.011307870370373507
entropy,compress,0.013799667358398438
text_length,compress,0.0
text_count,compress,0.0
text_presence,compress,0.0
face_count,compress,0.0
symmetry,compress,0.00445397603485842
edge_density,blur,0.05065393518518519
blur,blur,2804.348599273305
corner_count,blur,5.0
contrast,blur,3.715895396978354
keypoint_count,blur,333.0
colorfulness,blur,0.1022928442650084
brightness,blur,0.0020659722222262644
entropy,blur,0.01640605926513672
text_length,blur,0.0
text_count,blur,0.0
text_presence,blur,0.0
face_count,blur,0.0
symmetry,blur,0.017971359840232348
edge_density,noise,0.2319270833333333
blur,noise,71552.19340884997
corner_count,noise,378.0
contrast,noise,1.237422707929511
keypoint_count,noise,88.0
colorfulness,noise,17.191814859825058
brightness,noise,84.08126157407408
entropy,noise,0.1350855827331543
text_length,noise,0.0
text_count,noise,0.0
text_presence,noise,0.0
face_count,noise,1.0
symmetry,noise,0.12414896514161222
edge_density,resize_640x360,0.01756655092592592
blur,resize_640x360,450.1705655153064
corner_count,resize_640x360,133.0
contrast,resize_640x360,0.3013476032599911
keypoint_count,resize_640x360,240.0
colorfulness,resize_640x360,0.004843463918518864
brightness,resize_640x360,0.02548177083333769
entropy,resize_640x360,0.0009069442749023438
text_length,resize_640x360,0.0
text_count,resize_640x360,0.0
text_presence,resize_640x360,0.0
face_count,resize_640x360,2.0
symmetry,resize_640x360,0.00161361882716049
edge_density,resize_480x270,0.004359567901234568
blur,resize_480x270,3.7768782313969496
corner_count,resize_480x270,113.0
contrast,resize_480x270,0.2528431231462065
keypoint_count,resize_480x270,737.0
colorfulness,resize_480x270,0.010997212035562143
brightness,resize_480x270,0.007166280864197461
entropy,resize_480x270,0.0033736228942871094
text_length,resize_480x270,0.0
text_count,resize_480x270,0.0
text_presence,resize_480x270,0.0
face_count,resize_480x270,2.0
symmetry,resize_480x270,0.0015561153473735434
edge_density,resize_320x180,0.0277025462962963
blur,resize_320x180,257.6171838580849
corner_count,resize_320x180,307.0
contrast,resize_320x180,0.7322182728648983
keypoint_count,resize_320x180,2671.0
colorfulness,resize_320x180,0.0004548103216848176
brightness,resize_320x180,0.026249999999990337
entropy,resize_320x180,0.0031113624572753906
text_length,resize_320x180,0.0
text_count,resize_320x180,0.0
text_presence,resize_320x180,0.0
face_count,resize_320x180,2.0
symmetry,resize_320x180,0.004153413217138691
edge_density,resize_240x135,0.04078703703703704
blur,resize_240x135,978.321397440609
corner_count,resize_240x135,367.0
contrast,resize_240x135,0.7792226795882442
keypoint_count,resize_240x135,3490.0
colorfulness,resize_240x135,0.006012931269509636
brightness,resize_240x135,0.03814236111109892
entropy,resize_240x135,0.005496501922607422
text_length,resize_240x135,0.0
text_count,resize_240x135,0.0
text_presence,resize_240x135,0.0
face_count,resize_240x135,2.0
symmetry,resize_240x135,0.004311985596707868
edge_density,resize_160x90,0.06261574074074075
blur,resize_160x90,3405.705097058557
corner_count,resize_160x90,433.0
contrast,resize_160x90,0.1538622915756278
keypoint_count,resize_160x90,4066.0
colorfulness,resize_160x90,0.0659576027339881
brightness,resize_160x90,0.7599826388888999
entropy,resize_160x90,0.0005540847778320312
text_length,resize_160x90,0.0
text_count,resize_160x90,0.0
text_presence,resize_160x90,0.0
face_count,resize_160x90,2.0
symmetry,resize_160x90,0.002473266158315224
edge_density,resize_426x240,0.007558033385498181
blur,resize_426x240,183.47889893688694
corner_count,resize_426x240,195.0
contrast,resize_426x240,0.5935099368306354
keypoint_count,resize_426x240,1372.0
colorfulness,resize_426x240,0.01962475878539749
brightness,resize_426x240,0.06793891823160436
entropy,resize_426x240,0.0005474090576171875
text_length,resize_426x240,0.0
text_count,resize_426x240,0.0
text_presence,resize_426x240,0.0
face_count,resize_426x240,2.0
symmetry,resize_426x240,0.0033302194247547545
edge_density,compress,0.01998263888888889
blur,compress,884.974680319553
corner_count,compress,77.0
contrast,compress,0.39330943283851383
keypoint_count,compress,46.0
colorfulness,compress,1.2354056871662351
brightness,compress,0.0022685185185196133
entropy,compress,0.02043294906616211
text_length,compress,0.0
text_count,compress,0.0
text_presence,compress,0.0
face_count,compress,1.0
symmetry,compress,0.004323801742919353
edge_density,blur,0.04745949074074074
blur,blur,836.9951946614585
corner_count,blur,24.0
contrast,blur,1.6770436190695648
keypoint_count,blur,1167.0
colorfulness,blur,0.05812854540351964
brightness,blur,0.0005729166666696983
entropy,blur,0.00933694839477539
text_length,blur,0.0
text_count,blur,0.0
text_presence,blur,0.0
face_count,blur,1.0
symmetry,blur,0.010433505809731236
edge_density,noise,0.26487268518518514
blur,noise,69988.65403521871
corner_count,noise,299.0
contrast,noise,6.894714899696638
keypoint_count,noise,311.0
colorfulness,noise,1.2031755856932875
brightness,noise,83.96067129629631
entropy,noise,0.04058408737182617
text_length,noise,0.0
text_count,noise,0.0
text_presence,noise,0.0
face_count,noise,2.0
symmetry,noise,0.16056390704429913
edge_density,resize_640x360,0.0016377314814814813
blur,resize_640x360,254.1430584490741
corner_count,resize_640x360,9.0
contrast,resize_640x360,0.1773869601825595
keypoint_count,resize_640x360,28.0
colorfulness,resize_640x360,0.021280366302192988
brightness,resize_640x360,0.015940393518519613
entropy,resize_640x360,0.05328702926635742
text_length,resize_640x360,0.0
text_count,resize_640x360,0.0
text_presence,resize_640x360,0.0
face_count,resize_640x360,0.0
symmetry,resize_640x360,0.000390273238925154
edge_density,resize_480x270,0.0003684413580246921
blur,resize_480x270,1.8499652777777555
corner_count,resize_480x270,1.0
contrast,resize_480x270,0.042155751313316614
keypoint_count,resize_480x270,148.0
colorfulness,resize_480x270,0.0271416185333635
brightness,resize_480x270,0.002690972222225696
entropy,resize_480x270,0.0028481483459472656
text_length,resize_480x270,0.0
text_count,resize_480x270,0.0
text_presence,resize_480x270,0.0
face_count,resize_480x270,0.0
symmetry,resize_480x270,0.00017085754054713131
edge_density,resize_320x180,0.004265046296296296
blur,resize_320x180,54.31127314814813
corner_count,resize_320x180,14.0
contrast,resize_320x180,0.30345135741622187
keypoint_count,resize_320x180,301.0
colorfulness,resize_320x180,0.0716666740746632
brightness,resize_320x180,0.05751157407408414
entropy,resize_320x180,0.058747053146362305
text_length,resize_320x180,0.0
text_count,resize_320x180,0.0
text_presence,resize_320x180,0.0
face_count,resize_320x180,0.0
symmetry,resize_320x180,0.0007002541757443748
edge_density,resize_240x135,0.008447145061728396
blur,resize_240x135,267.7660142794543
corner_count,resize_240x135,18.0
contrast,resize_240x135,0.43392683147773425
keypoint_count,resize_240x135,366.0
colorfulness,resize_240x135,0.008681389562127606
brightness,resize_240x135,0.028894675925926094
entropy,resize_240x135,0.0211184024810791
text_length,resize_240x135,0.0
text_count,resize_240x135,0.0
text_presence,resize_240x135,0.0
face_count,resize_240x135,0.0
symmetry,resize_240x135,0.0007227820140401908
edge_density,resize_160x90,0.014890046296296297
blur,resize_160x90,1166.8199189814814
corner_count,resize_160x90,22.0
contrast,resize_160x90,0.06541399126116687
keypoint_count,resize_160x90,411.0
colorfulness,resize_160x90,0.015841898449338032
brightness,resize_160x90,0.623512731481469
entropy,resize_160x90,0.012986898422241211
text_length,resize_160x90,0.0
text_count,resize_160x90,0.0
text_presence,resize_160x90,0.0
face_count,resize_160x90,0.0
symmetry,resize_160x90,6.104756717506543e-05
edge_density,resize_426x240,0.0013816347157016174
blur,resize_426x240,145.46960957876894
corner_count,resize_426x240,11.0
contrast,resize_426x240,0.2620774258081866
keypoint_count,resize_426x240,214.0
colorfulness,resize_426x240,0.026820090069520575
brightness,resize_426x240,0.01012071270213255
entropy,resize_426x240,0.06003403663635254
text_length,resize_426x240,0.0
text_count,resize_426x240,0.0
text_presence,resize_426x240,0.0
face_count,resize_426x240,0.0
symmetry,resize_426x240,0.0006258099614389057
edge_density,compress,0.0005555555555555557
blur,compress,81.87173611111109
corner_count,compress,7.0
contrast,compress,0.28435201066065474
keypoint_count,compress,98.0
colorfulness,compress,0.7204085093966057
brightness,compress,0.13568865740739966
entropy,compress,0.3083834648132324
text_length,compress,0.0
text_count,compress,0.0
text_presence,compress,0.0
face_count,compress,0.0
symmetry,compress,0.0020634985475671552
edge_density,blur,0.0002835648148148146
blur,blur,370.96664351851854
corner_count,blur,3.0
contrast,blur,0.6585300513262098
keypoint_count,blur,132.0
colorfulness,blur,0.04396797746272796
brightness,blur,0.000746527777778283
entropy,blur,0.2105872631072998
text_length,blur,0.0
text_count,blur,0.0
text_presence,blur,0.0
face_count,blur,0.0
symmetry,blur,0.0014691811909949282
edge_density,noise,0.22382523148148148
blur,noise,45923.85468235262
corner_count,noise,773.0
contrast,noise,11.193191348217859
keypoint_count,noise,3546.0
colorfulness,noise,18.98423911014146
brightness,noise,63.76770833333332
entropy,noise,1.8265628814697266
text_length,noise,0.0
text_count,noise,0.0
text_presence,noise,0.0
face_count,noise,0.0
symmetry,noise,0.15629611474219318
edge_density,resize_640x360,0.007860243055555556
blur,resize_640x360,243.81651778794054
corner_count,resize_640x360,55.0
contrast,resize_640x360,0.15455261670114595
keypoint_count,resize_640x360,28.0
colorfulness,resize_640x360,0.08813168554642914
brightness,resize_640x360,0.014769965277778851
entropy,resize_640x360,0.009387969970703125
text_length,resize_640x360,0.0
text_count,resize_640x360,0.0
text_presence,resize_640x360,0.0
face_count,resize_640x360,0.0
symmetry,resize_640x360,0.0008093341503268014
edge_density,resize_480x270,0.002390046296296293
blur,resize_480x270,67.43339718884772
corner_count,resize_480x270,20.0
contrast,resize_480x270,0.2543660633528688
keypoint_count,resize_480x270,628.0
colorfulness,resize_480x270,0.29565038140813726
brightness,resize_480x270,0.011907793209871897
entropy,resize_480x270,0.008038520812988281
text_length,resize_480x270,0.0
text_count,resize_480x270,0.0
text_presence,resize_480x270,0.0
face_count,resize_480x270,0.0
symmetry,resize_480x270,0.00102440389736147
edge_density,resize_320x180,0.014704861111111113
blur,resize_320x180,57.811202031926655
corner_count,resize_320x180,99.0
contrast,resize_320x180,0.5411650297467432
keypoint_count,resize_320x180,1441.0
colorfulness,resize_320x180,0.12101993928600052
brightness,resize_320x180,0.005868055555552587
entropy,resize_320x180,0.0023775100708007812
text_length,resize_320x180,0.0
text_count,resize_320x180,0.0
text_presence,resize_320x180,0.0
face_count,resize_320x180,0.0
symmetry,resize_320x180,0.002439270152505557
edge_density,resize_240x135,0.02644868827160493
blur,resize_240x135,375.7380807961798
corner_count,resize_240x135,129.0
contrast,resize_240x135,0.5677875856430319
keypoint_count,resize_240x135,1759.0
colorfulness,resize_240x135,0.4802125907371959
brightness,resize_240x135,0.016201774691367632
entropy,resize_240x135,0.012711524963378906
text_length,resize_240x135,0.0
text_count,resize_240x135,0.0
text_presence,resize_240x135,0.0
face_count,resize_240x135,0.0
symmetry,resize_240x135,0.0025500030259018036
edge_density,resize_160x90,0.04914930555555555
blur,resize_160x90,1109.4571952080455
